变形客户号,加密后手机号,批次号,券类型编号,券数量
00000000E67B4A5219D849A08D6905BD89151898,f2b3ab95ec7439fab46514552e61606d4facf2bcd511b94d98e23823a195309a,V-20210917-01,2021091822,1
000000005181CB86AF054941AD330A1AFDE3D2B9,c047f5fdff118a9c7cb542be84235833fc5c4dedc665d8a5fecb52100ed8dbbe,V-20210917-01,2021091822,1
00000000EC557EC917C444638AED1205D2C1508A,45dd872190904c84f356f594ebab4da637cc25b16874229b5615692440d781d4,V-20210917-01,2021091822,1
00000000E4E0DA7E943C42BCB524ECF4883DCB6E,eda83b6bf35d75fdbde81b6c550683a6caf2c74800cf99092429e0002896a8dd,V-20210917-01,2021091822,1
0000000051F56D0C1BAF47B69516F0D6C6073B2C,85d91abcecf1e67c03a0ccfdcdc421246c52a3d3c80e065a0e00f17bce0e9587,V-20210917-01,2021091822,1
00000000A1E2DD99B21A43DCB1CF71630A23B688,b23374a56d1e79bf5a846b3d2322632fefe93f4295d449bfc8dae57dbf8a0793,V-20210917-01,2021091822,1
00000000666733FB2AEB4FAC9053E159340ACE34,ebf9ffcde0f4a678bbbd67c2c0c6f57c69797b1efea4b5aa58777438e1e21f96,V-20210917-01,2021091822,1
00000000EA12468E68E04B8B9C8C325D317125FD,44cf1f634b1cedb338124d9a5319f59fe1192916824619b73f4b1ad6684a8907,V-20210917-01,2021091822,1
00000000CE4A6361BF5645848984DF13A7D1B232,1b73df7fa8d021c8d16884c513cfa795da8f28b54477210b69bc9557dede8b40,V-20210917-01,2021091822,1
,09166a5abfeff3d09434388743cc11a814596ca165750fd5cdde66fa3c99f936,V-20210917-01,2021091822,1
,558f511a7a2c27f516552c6af8e4c2ceb326c19cc4bcc69ef8849c178b543db5,V-20210917-01,2021091822,1
00000000AC03E09EDE0E4C67923D4C7B99414B3A,ac0f0e16fdcb31fb1321c4a145235f863ac784aab620f2a7eae91b07addd0658,V-20210917-01,2021091822,1
,e9cafa3dd5851e6c1b6fd1cb5b99bc84dfc6057f3fea65e52f6decaa0ace06ee,V-20210917-01,2021091822,1
0000000055FF990EEAF7488EA765709BA85FED63,79d342ca076d0f7acf3fef54c867a46eb491563627418ea0528347a583fd67cf,V-20210917-01,2021091822,1
00000000F39560EEA8554F25813FE2E54C865218,389b1d2851373b64af2e81312854c9041955b5317209dbb44a4ec4609588bf0c,V-20210917-01,2021091822,1
0000000030FD095B5831499A9C85A40C3E2871A8,ec4ef067122eee8700c0ba10c994d4ef436bb6f8dcacfeb7398f1263bce99126,V-20210917-01,2021091822,1
000000002DBD23F66BC64FA49E1D6F5044DD85AD,a0b6df98e56b0fd1a345af4408c39a40ec040dd152c28c97bd10a44b31580ceb,V-20210917-01,2021091822,1
00000000DFF19A3DDC5E47F8913509E70DBC0240,62fc804e62d6c3976f16475c3ba98f1bebea08e5493d2a8dad8fba97e4126173,V-20210917-01,2021091822,1
00000000CCA7B99E711041808020B748FBA41B6D,407cbd9a64d425833f55958ff5729bb748dd9deffd7d63007518412d5c496ad4,V-20210917-01,2021091822,1
00000000CC9AF9781FF64FF89BC47FB770BE6D80,0691a636ffa1ebf25bc8cb29add4088abcfb604cba3d551a0bd7b455f05db019,V-20210917-01,2021091822,1
00000000AFBBF1DE79A14AF5AEEF62E6E66E0217,89e496ce3bebbb2507e6b14c0fc9f0fa813a0c966097e9385b2c17a53a88c533,V-20210917-01,2021091822,1
00000000138566FCAD9E44048543E395171E4D0C,f1cd43f3a4bd39d7faa73e514bab3af328349784ef7f97b178d15e9e4ef5f013,V-20210917-01,2021091822,1
00000000A373667256DC417D8379EC1435805739,b51122662391ffda3807ea9db6abb8a5eba8765cb3cbb8e0dfe0b4b082c4e024,V-20210917-01,2021091822,1
000000003931554AB0104EF58D0D68AC65F8FB95,6debb67b78993ad169f3f582f953312d4623bbeb3277124c0b9b3290f9989604,V-20210917-01,2021091822,1
00000000B1638BC20FF04C8FB08C7803977A361D,2c1c33f693cd3533aefa28e6b3507eb91d1ce3f08c75aa4f7fb576785696b74f,V-20210917-01,2021091822,1
0000000087AF98797EB04DD396EFAC48B8772485,1b504f4ffca7fda574f4021889397cac1da6b2fb52e688675433c106b8bef7ae,V-20210917-01,2021091822,1
00000000F7E4CDF65B6B464590D2F5A223A959E7,295b6d41a622ccd61eaecc7198328a3b5ff0b34846b61d0cb505f58fa2f31838,V-20210917-01,2021091822,1
000000003A705724891C4D1A87E5F928D29CDE25,a5380ebd5b5cfe34fa5ccf9922c2b7d58187ec4dc23e0f142effe488ed64c5c8,V-20210917-01,2021091822,1
000000007C3F86A1CF624AE48286A55330C69531,b1b7c62a08c43db6d5d0a97612f88fb0813ef2e409dcfd0157646de8c96d4239,V-20210917-01,2021091822,1
00000000D6E9A76409654512A384B001E73E7541,0bc01f4415ce60ec956e7fbd1d43201516318e4e82a08e80f8c3507d11ca1a75,V-20210917-01,2021091822,1
00000000F69531CC9DEE44BBA35060B646DAE67B,092c9d9f0aafee9d22d0a83e92c177ff39f2414770538cfbee951df27dee4cce,V-20210917-01,2021091822,1
0000000003273AA912694DD4B89637D5A0AAC126,9d0506c2b8fe5a39e7180248e6bb10b3c4bd7ddbc41672df2abf892bfc7271f8,V-20210917-01,2021091822,1
00000000625B42C690CC46D88E0E94083D821021,43c13bc0508f1d6d52109c8a1c91a105e238b6e7d1d47dbda6f31f241f4f26ce,V-20210917-01,2021091822,1
=====
bbb9a2a90807e2a0cf558e598577b54cff516b0fa3949e93fe0e28eaaefd5c8e
vnWhCBH4PDpN1+dB0aatjOI4mZ4FMo483copksz6bZzvzwd8pOeDdXNeUwp/wi2m8Y/JSRGeBVOHAE6UglgY2mRd5Oy8JJ+2zznv7tUeBlcfIeF+YtKDcOAk3FeBntwLwVnl4WYgJVpmPh3Er/b046VTONV+vrBqWb36bsF/i0sT3K6xt++h+RUtEOpgm8QpUnukK8E/hPWAR4NOvgaYhw==
